client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
217,,,single,,no,yes,may,20,408,1,0,nonexistent,93.994,4.857,no
40648,26,admin.,single,university.degree,no,yes,sep,28,201,1,0,nonexistent,94.199,0.881,yes
26266,32,admin.,married,professional.course,no,unknown,nov,15,68,1,0,nonexistent,93.2,4.076,no
16749,51,technician,married,high.school,no,no,jul,5,73,4,0,nonexistent,93.918,4.962,no
36056,31,technician,single,university.degree,no,yes,may,2,69,1,1,success,92.893,1.266,no
36726,,,single,,no,no,jun,20,800,2,0,nonexistent,92.963,1.268,no
23206,37,technician,single,university.degree,no,no,aug,25,277,2,0,nonexistent,93.444,4.965,no
32748,,,single,,no,yes,may,15,490,2,0,nonexistent,92.893,1.299,no
28772,32,technician,married,university.degree,no,no,apr,9,130,1,0,nonexistent,93.075,1.41,no
7679,36,self-employed,divorced,basic.4y,no,no,may,11,212,3,0,nonexistent,93.994,4.864,no
34709,,,single,,no,yes,may,22,261,3,0,nonexistent,92.893,1.266,no
30052,,,married,,no,no,apr,12,67,3,0,nonexistent,93.075,1.406,no
7289,58,retired,married,basic.9y,unknown,yes,may,5,828,3,0,nonexistent,93.994,4.86,yes
1395,43,unemployed,married,basic.4y,no,no,may,4,92,1,0,nonexistent,93.994,4.855,no
1962,43,services,divorced,basic.9y,no,yes,may,26,284,4,0,nonexistent,93.994,4.855,no
38780,34,admin.,single,university.degree,no,yes,nov,10,89,1,2,success,92.649,0.714,yes
2299,30,blue-collar,single,basic.9y,no,yes,may,11,428,1,0,nonexistent,93.994,4.856,no
10497,37,blue-collar,single,high.school,no,no,jun,10,117,3,0,nonexistent,94.465,4.961,no
26835,33,admin.,married,high.school,no,no,nov,13,133,4,0,nonexistent,93.2,4.076,no
2554,31,admin.,married,high.school,unknown,yes,may,21,101,13,0,nonexistent,93.994,4.856,no
35207,30,management,married,university.degree,no,no,may,6,173,4,0,nonexistent,92.893,1.25,no
30553,31,technician,single,university.degree,no,no,may,31,220,4,0,nonexistent,92.893,1.354,no
9159,45,blue-collar,married,basic.9y,unknown,yes,jun,23,194,3,0,nonexistent,94.465,4.967,no
22026,35,management,married,university.degree,unknown,yes,aug,12,216,7,0,nonexistent,93.444,4.964,no
7998,36,services,single,basic.6y,unknown,no,jun,25,255,3,0,nonexistent,94.465,4.865,no
39639,77,retired,married,university.degree,no,yes,may,20,152,1,4,success,93.876,0.682,yes
13058,28,technician,married,professional.course,no,yes,jul,6,249,2,0,nonexistent,93.918,4.962,no
11790,56,retired,married,high.school,unknown,yes,jun,5,1094,3,0,nonexistent,94.465,4.959,yes
29407,19,student,single,unknown,no,yes,apr,28,438,1,0,nonexistent,93.075,1.405,yes
35951,58,housemaid,married,basic.4y,no,yes,may,12,144,1,0,nonexistent,92.893,1.264,no
16253,25,services,single,unknown,no,yes,jul,1,598,5,0,nonexistent,93.918,4.961,yes
2644,45,admin.,married,high.school,no,yes,may,23,190,5,0,nonexistent,93.994,4.856,no
14989,40,management,single,university.degree,no,no,jul,15,309,2,0,nonexistent,93.918,4.958,no
6926,31,blue-collar,married,basic.9y,unknown,yes,may,5,140,3,0,nonexistent,93.994,4.86,no
20783,39,management,married,university.degree,no,yes,aug,15,306,1,0,nonexistent,93.444,4.965,yes
16401,23,admin.,single,professional.course,no,no,jul,14,115,1,0,nonexistent,93.918,4.963,no
4785,48,blue-collar,married,basic.4y,no,yes,may,22,504,1,0,nonexistent,93.994,4.858,no
12617,25,admin.,single,high.school,no,no,jul,27,270,2,0,nonexistent,93.918,4.96,no
22201,30,technician,single,professional.course,no,no,aug,1,656,1,0,nonexistent,93.444,4.963,no
14655,37,admin.,single,university.degree,unknown,no,jul,24,150,5,0,nonexistent,93.918,4.961,no
16145,58,retired,married,basic.4y,no,no,jul,15,52,1,0,nonexistent,93.918,4.961,no
8006,35,unknown,married,basic.9y,no,no,jun,22,612,2,0,nonexistent,94.465,4.865,no
38089,38,admin.,single,university.degree,unknown,yes,sep,7,153,1,1,success,92.379,0.768,yes
29916,37,blue-collar,single,professional.course,no,yes,apr,17,12,5,1,failure,93.075,1.405,no
5102,32,services,married,high.school,unknown,yes,may,9,445,1,0,nonexistent,93.994,4.857,no
33229,48,admin.,divorced,university.degree,no,no,may,8,1062,3,0,nonexistent,92.893,1.291,yes
39203,29,management,single,university.degree,no,yes,mar,4,154,2,1,failure,93.369,0.652,no
27603,46,housemaid,married,university.degree,unknown,yes,nov,20,82,2,0,nonexistent,93.2,4.021,no
8116,35,technician,single,professional.course,no,yes,jun,8,402,9,0,nonexistent,94.465,4.865,no
3105,56,blue-collar,married,basic.4y,unknown,yes,may,1,12,3,0,nonexistent,93.994,4.86,no
40645,,,divorced,,no,yes,sep,12,337,1,1,success,94.199,0.881,yes
6748,29,services,married,basic.9y,no,yes,may,16,94,3,0,nonexistent,93.994,4.857,no
30121,30,technician,single,university.degree,no,no,apr,10,80,5,0,nonexistent,93.075,1.372,no
32904,32,entrepreneur,married,high.school,no,yes,may,10,101,2,1,failure,92.893,1.299,no
39843,50,management,married,university.degree,no,no,jun,2,278,5,1,success,94.055,0.72,yes
37079,32,admin.,single,university.degree,no,yes,jul,9,123,4,0,nonexistent,92.469,1.007,no
29728,59,self-employed,married,professional.course,no,yes,apr,2,121,2,0,nonexistent,93.075,1.405,no
15211,28,blue-collar,single,unknown,no,no,jul,4,637,1,0,nonexistent,93.918,4.958,yes
4657,,,single,,unknown,yes,may,25,78,1,0,nonexistent,93.994,4.858,no
22508,48,blue-collar,married,basic.9y,no,yes,aug,10,67,2,0,nonexistent,93.444,4.964,no
725,,,married,,no,no,may,21,135,2,0,nonexistent,93.994,4.857,no
26954,42,services,married,basic.6y,no,no,nov,30,290,3,0,nonexistent,93.2,4.076,no
21237,42,technician,married,professional.course,no,no,aug,6,79,1,0,nonexistent,93.444,4.963,no
28624,41,services,single,high.school,no,yes,apr,5,264,2,0,nonexistent,93.075,1.415,yes
32670,51,blue-collar,married,basic.4y,unknown,no,may,22,214,2,1,failure,92.893,1.299,no
33813,28,blue-collar,single,high.school,no,yes,may,28,529,1,0,nonexistent,92.893,1.281,no
8768,34,admin.,married,university.degree,no,no,jun,13,283,1,0,nonexistent,94.465,4.866,no
7438,39,technician,married,university.degree,unknown,yes,may,30,407,1,0,nonexistent,93.994,4.864,no
20363,31,technician,single,high.school,no,no,aug,17,191,1,0,nonexistent,93.444,4.966,no
28745,34,blue-collar,married,basic.4y,unknown,yes,apr,30,570,2,0,nonexistent,93.075,1.41,no
31535,34,technician,married,university.degree,no,yes,may,11,83,4,0,nonexistent,92.893,1.327,no
16468,25,blue-collar,single,basic.4y,no,yes,jul,3,18,9,0,nonexistent,93.918,4.963,no
2743,45,blue-collar,married,basic.9y,unknown,no,may,8,145,2,0,nonexistent,93.994,4.859,no
16404,38,management,divorced,university.degree,no,yes,jul,20,256,9,0,nonexistent,93.918,4.963,no
34504,,,married,,unknown,no,may,31,506,1,0,nonexistent,92.893,1.266,no
32687,33,technician,single,university.degree,no,yes,may,17,340,1,1,failure,92.893,1.299,no
17095,55,unemployed,married,high.school,no,yes,jul,13,57,5,0,nonexistent,93.918,4.962,no
37637,22,student,single,professional.course,no,yes,aug,2,162,2,1,failure,92.201,0.861,yes
21956,,,married,,no,no,aug,9,177,1,0,nonexistent,93.444,4.964,no
15296,32,blue-collar,married,basic.4y,unknown,no,jul,29,740,2,0,nonexistent,93.918,4.958,no
29589,35,services,single,professional.course,unknown,no,apr,5,204,3,0,nonexistent,93.075,1.405,no
40934,27,admin.,single,university.degree,no,no,oct,25,143,1,0,nonexistent,94.601,0.982,no
2247,31,unemployed,single,professional.course,no,no,may,30,92,2,0,nonexistent,93.994,4.856,no
36419,23,blue-collar,single,basic.9y,no,no,jun,13,159,1,1,failure,92.963,1.262,no
35969,42,technician,married,professional.course,no,no,may,19,377,1,0,nonexistent,92.893,1.264,yes
34365,32,management,single,university.degree,no,yes,may,21,149,3,0,nonexistent,92.893,1.266,no
32867,,,married,,no,yes,may,12,26,1,0,nonexistent,92.893,1.299,no
36296,27,technician,married,professional.course,no,yes,jun,9,492,1,0,nonexistent,92.963,1.266,no
5231,27,technician,single,professional.course,no,yes,may,6,27,1,0,nonexistent,93.994,4.857,no
6233,32,services,married,high.school,no,yes,may,13,570,1,0,nonexistent,93.994,4.857,no
5954,38,housemaid,married,basic.9y,no,no,may,8,287,4,0,nonexistent,93.994,4.857,no
40,58,management,unknown,university.degree,no,yes,may,5,366,1,0,nonexistent,93.994,4.857,no
15107,30,technician,married,basic.9y,no,no,jul,29,536,2,0,nonexistent,93.918,4.958,no
15555,36,services,divorced,basic.4y,unknown,no,jul,13,207,9,0,nonexistent,93.918,4.957,no
33423,28,admin.,single,high.school,no,yes,may,15,106,4,0,nonexistent,92.893,1.291,no
28697,40,services,married,high.school,no,yes,apr,20,228,2,0,nonexistent,93.075,1.41,no
13970,,,married,,no,yes,jul,9,106,2,0,nonexistent,93.918,4.963,no
8934,37,services,married,high.school,no,yes,jun,20,52,1,0,nonexistent,94.465,4.866,no
35611,46,technician,divorced,professional.course,no,no,may,3,78,1,0,nonexistent,92.893,1.244,no
8358,42,management,married,university.degree,no,no,jun,25,236,7,0,nonexistent,94.465,4.864,no
31800,35,services,single,high.school,no,yes,may,9,332,1,0,nonexistent,92.893,1.327,no
33610,35,admin.,single,high.school,no,no,may,30,147,4,1,failure,92.893,1.291,no
38362,60,retired,married,basic.4y,no,no,oct,8,98,1,0,nonexistent,92.431,0.739,yes
28539,34,technician,divorced,professional.course,no,yes,apr,8,139,2,0,nonexistent,93.075,1.415,no
2110,37,entrepreneur,single,university.degree,no,yes,may,10,744,2,0,nonexistent,93.994,4.857,no
21628,36,admin.,single,university.degree,no,yes,aug,5,168,1,0,nonexistent,93.444,4.963,no
20251,30,technician,single,university.degree,no,no,aug,3,132,1,0,nonexistent,93.444,4.965,no
1451,31,blue-collar,divorced,basic.4y,no,yes,may,9,74,7,0,nonexistent,93.994,4.855,no
2269,,,single,,no,unknown,may,25,71,1,0,nonexistent,93.994,4.856,no
24337,52,management,divorced,university.degree,no,no,nov,4,578,1,0,nonexistent,93.2,4.191,no
36189,38,management,married,university.degree,no,yes,may,29,187,2,1,success,92.893,1.27,yes
15002,,,married,,no,no,jul,14,69,1,0,nonexistent,93.918,4.958,no
27771,37,admin.,single,university.degree,no,yes,mar,20,161,2,0,nonexistent,92.843,1.703,no
30201,54,housemaid,married,high.school,no,yes,apr,7,267,1,1,failure,93.075,1.365,no
2868,36,technician,married,professional.course,no,yes,may,6,160,2,0,nonexistent,93.994,4.859,no
3488,58,retired,married,basic.6y,unknown,no,may,23,284,2,0,nonexistent,93.994,4.86,no
6134,,,single,,no,no,may,27,290,1,0,nonexistent,93.994,4.857,no
3242,48,entrepreneur,married,basic.4y,no,no,may,20,348,1,0,nonexistent,93.994,4.86,no
18341,,,married,,no,no,jul,25,15,14,0,nonexistent,93.918,4.968,no
36502,30,blue-collar,single,high.school,no,yes,jun,26,88,2,0,nonexistent,92.963,1.26,no
23087,39,technician,married,university.degree,no,no,aug,26,191,1,0,nonexistent,93.444,4.965,no
2744,27,admin.,single,high.school,no,yes,may,2,1328,1,0,nonexistent,93.994,4.859,yes
29213,39,technician,married,basic.6y,no,no,apr,14,158,1,0,nonexistent,93.075,1.405,no
27650,44,admin.,married,university.degree,unknown,no,nov,13,48,4,0,nonexistent,93.2,4.021,no
3265,,,married,,no,yes,may,21,301,1,0,nonexistent,93.994,4.86,no
37654,59,management,married,university.degree,no,yes,aug,11,210,2,1,failure,92.201,0.859,no
12044,34,admin.,married,university.degree,no,no,jun,13,198,2,0,nonexistent,94.465,4.947,no
38644,,,divorced,,no,yes,nov,6,566,1,2,failure,92.649,0.72,yes
5661,30,services,married,high.school,unknown,no,may,31,314,2,0,nonexistent,93.994,4.857,no
3818,51,retired,married,university.degree,no,yes,may,5,243,3,0,nonexistent,93.994,4.859,no
29190,,,married,,no,no,apr,1,231,2,0,nonexistent,93.075,1.405,no
14311,36,admin.,married,university.degree,no,yes,jul,2,1669,2,0,nonexistent,93.918,4.962,yes
39346,28,admin.,single,university.degree,no,no,mar,20,189,1,0,nonexistent,93.369,0.635,no
9556,42,services,married,high.school,no,no,jun,11,230,3,0,nonexistent,94.465,4.961,no
34298,38,blue-collar,married,basic.4y,no,unknown,may,13,141,1,0,nonexistent,92.893,1.266,no
40015,37,admin.,single,high.school,no,no,jul,17,609,2,3,success,94.215,0.782,yes
24603,49,management,married,high.school,unknown,yes,nov,7,79,2,1,failure,93.2,4.191,no
1464,57,services,divorced,high.school,unknown,no,may,16,185,2,0,nonexistent,93.994,4.855,no
20737,31,technician,married,professional.course,no,no,aug,9,112,1,0,nonexistent,93.444,4.965,no
18930,57,admin.,married,high.school,no,yes,aug,25,108,1,0,nonexistent,93.444,4.97,no
28009,54,blue-collar,married,professional.course,no,yes,apr,24,173,2,0,nonexistent,93.075,1.483,no
40804,35,technician,married,professional.course,no,yes,sep,3,317,1,2,failure,94.199,0.878,no
7721,47,technician,married,professional.course,no,no,may,24,135,3,0,nonexistent,93.994,4.864,no
2259,,,married,,unknown,no,may,3,267,3,0,nonexistent,93.994,4.856,no
15230,37,blue-collar,married,basic.4y,no,no,jul,28,147,2,0,nonexistent,93.918,4.958,no
11902,48,blue-collar,married,professional.course,no,yes,jun,20,12,24,0,nonexistent,94.465,4.959,no
37594,62,management,divorced,high.school,no,no,aug,24,405,1,0,nonexistent,92.201,0.861,yes
26226,46,management,married,university.degree,no,yes,nov,10,466,1,0,nonexistent,93.2,4.076,no
9606,36,entrepreneur,married,high.school,no,yes,jun,26,112,4,0,nonexistent,94.465,4.961,no
5697,57,management,divorced,university.degree,no,no,may,25,222,2,0,nonexistent,93.994,4.857,no
37170,70,retired,married,basic.4y,unknown,yes,aug,25,320,1,0,nonexistent,92.201,0.883,no
27933,,,married,,no,yes,mar,26,64,1,0,nonexistent,92.843,1.531,no
20604,,,unknown,,no,yes,aug,20,536,1,0,nonexistent,93.444,4.965,no
28791,37,entrepreneur,married,professional.course,no,no,apr,18,255,2,0,nonexistent,93.075,1.41,no
10323,36,admin.,married,university.degree,no,yes,jun,15,141,1,0,nonexistent,94.465,4.96,no
2135,32,blue-collar,single,basic.9y,no,no,may,19,178,2,0,nonexistent,93.994,4.857,no
36804,35,entrepreneur,divorced,university.degree,no,yes,jun,1,351,6,0,nonexistent,92.963,1.26,yes
14848,37,services,divorced,basic.9y,no,no,jul,6,885,1,0,nonexistent,93.918,4.957,no
34073,33,admin.,single,university.degree,no,yes,may,11,358,2,1,failure,92.893,1.281,no
2300,34,entrepreneur,married,professional.course,no,yes,may,25,53,1,0,nonexistent,93.994,4.856,no
38763,32,self-employed,married,university.degree,no,no,nov,29,66,2,0,nonexistent,92.649,0.714,no
28291,46,blue-collar,divorced,basic.6y,unknown,no,apr,22,179,5,2,failure,93.075,1.445,no
17698,57,admin.,married,professional.course,no,yes,jul,1,47,7,0,nonexistent,93.918,4.961,no
25950,,,single,,no,yes,nov,22,214,1,0,nonexistent,93.2,4.12,no
7040,29,entrepreneur,divorced,basic.9y,no,yes,may,29,596,1,0,nonexistent,93.994,4.86,no
2111,34,admin.,single,university.degree,no,yes,may,17,593,2,0,nonexistent,93.994,4.857,no
16656,51,admin.,married,basic.9y,unknown,yes,jul,18,228,2,0,nonexistent,93.918,4.963,yes
17724,54,management,married,university.degree,no,yes,jul,24,44,1,0,nonexistent,93.918,4.961,no
23219,55,management,married,university.degree,no,yes,aug,17,384,4,0,nonexistent,93.444,4.965,no
33875,32,blue-collar,married,basic.9y,no,yes,may,29,110,4,0,nonexistent,92.893,1.281,no
32917,30,technician,single,basic.9y,no,yes,may,23,112,1,0,nonexistent,92.893,1.299,no
15822,32,services,married,university.degree,no,no,jul,12,691,10,0,nonexistent,93.918,4.96,yes
4518,36,technician,divorced,university.degree,unknown,yes,may,17,147,2,0,nonexistent,93.994,4.856,no
40453,22,technician,single,professional.course,no,yes,aug,7,122,1,0,nonexistent,94.027,0.904,no
22788,56,blue-collar,married,unknown,no,no,aug,14,160,3,0,nonexistent,93.444,4.965,no
9444,40,admin.,married,university.degree,no,yes,jun,16,606,5,0,nonexistent,94.465,4.967,no
25261,36,technician,married,high.school,no,no,nov,6,255,3,0,nonexistent,93.2,4.153,no
14417,42,services,married,basic.6y,no,no,jul,26,376,3,0,nonexistent,93.918,4.961,no
12629,38,unemployed,married,high.school,no,no,jul,21,273,5,0,nonexistent,93.918,4.96,no
30493,36,technician,married,university.degree,no,no,may,1,287,2,1,failure,92.893,1.354,yes
8161,36,services,single,basic.6y,unknown,no,jun,30,63,1,0,nonexistent,94.465,4.864,no
8034,39,admin.,married,high.school,unknown,yes,jun,27,252,5,0,nonexistent,94.465,4.865,no
24715,42,blue-collar,divorced,basic.9y,no,yes,nov,7,151,3,1,failure,93.2,4.191,no
23038,46,admin.,married,university.degree,unknown,no,aug,16,55,2,0,nonexistent,93.444,4.965,no
32106,,,married,,no,no,may,4,1077,1,0,nonexistent,92.893,1.313,yes
6821,,,married,,no,no,may,19,99,2,0,nonexistent,93.994,4.857,no
32588,40,technician,married,professional.course,no,yes,may,23,94,1,0,nonexistent,92.893,1.299,no
38794,35,technician,single,professional.course,no,yes,nov,30,192,2,1,failure,92.649,0.714,yes
8891,37,blue-collar,married,high.school,no,no,jun,9,280,1,0,nonexistent,94.465,4.866,no
18606,,,married,,unknown,yes,jul,23,324,3,0,nonexistent,93.918,4.968,no
41114,60,admin.,married,unknown,no,no,nov,1,787,1,2,success,94.767,1.046,yes
15041,29,admin.,single,university.degree,no,yes,jul,5,258,1,0,nonexistent,93.918,4.958,no
14084,32,blue-collar,married,basic.4y,no,yes,jul,29,51,2,0,nonexistent,93.918,4.962,no
4526,50,blue-collar,married,basic.6y,unknown,no,may,22,1446,1,0,nonexistent,93.994,4.856,no
10632,43,technician,married,professional.course,no,no,jun,20,161,1,0,nonexistent,94.465,4.961,no
31504,,,married,,unknown,no,may,11,97,2,0,nonexistent,92.893,1.334,no
14532,40,blue-collar,single,basic.4y,no,no,jul,18,59,2,0,nonexistent,93.918,4.961,no
3168,45,management,married,unknown,unknown,no,may,12,178,1,0,nonexistent,93.994,4.86,no
32776,30,admin.,single,high.school,no,no,may,27,133,1,0,nonexistent,92.893,1.299,no
24916,32,admin.,married,university.degree,no,yes,nov,8,266,1,1,failure,93.2,4.153,no
4630,35,technician,married,basic.9y,no,no,may,24,24,1,0,nonexistent,93.994,4.858,no
11770,27,management,single,high.school,no,yes,jun,13,23,4,0,nonexistent,94.465,4.959,no
31224,,,single,,no,no,may,1,68,1,1,failure,92.893,1.334,no
37623,34,technician,married,professional.course,no,no,aug,31,123,1,0,nonexistent,92.201,0.861,no
7258,36,admin.,married,university.degree,no,yes,may,18,238,3,0,nonexistent,93.994,4.86,no
14264,28,admin.,single,high.school,no,no,jul,4,259,3,0,nonexistent,93.918,4.962,no
39537,52,admin.,married,unknown,no,yes,apr,3,184,2,1,success,93.749,0.654,yes
5148,48,technician,married,high.school,no,no,may,19,533,1,0,nonexistent,93.994,4.857,no
29981,75,retired,married,basic.4y,no,no,apr,29,109,1,1,failure,93.075,1.405,yes
14774,50,blue-collar,married,basic.9y,no,yes,jul,31,153,1,0,nonexistent,93.918,4.957,no
19599,38,admin.,married,university.degree,no,no,aug,21,89,2,0,nonexistent,93.444,4.968,no
14775,34,technician,divorced,professional.course,no,yes,jul,18,401,1,0,nonexistent,93.918,4.957,no
24360,44,services,divorced,high.school,no,yes,nov,5,164,1,0,nonexistent,93.2,4.191,no
816,44,technician,single,unknown,unknown,yes,may,18,231,1,0,nonexistent,93.994,4.856,no
21210,42,technician,married,professional.course,no,yes,aug,14,245,7,0,nonexistent,93.444,4.963,no
3269,,,married,,unknown,yes,may,1,270,1,0,nonexistent,93.994,4.86,no
34827,28,student,single,university.degree,no,no,may,5,647,4,0,nonexistent,92.893,1.266,yes
5098,53,blue-collar,married,basic.9y,no,yes,may,11,373,1,0,nonexistent,93.994,4.857,no
5712,31,blue-collar,married,basic.9y,no,yes,may,18,629,2,0,nonexistent,93.994,4.857,no
30594,44,technician,married,high.school,no,no,may,29,174,5,1,failure,92.893,1.354,no
29599,,,married,,no,no,apr,8,123,1,1,failure,93.075,1.405,no
385,59,management,married,basic.4y,unknown,unknown,may,7,437,1,0,nonexistent,93.994,4.857,no
38283,28,technician,single,high.school,no,unknown,oct,3,84,1,1,success,92.431,0.742,yes
1985,,,married,,unknown,no,may,15,291,4,0,nonexistent,93.994,4.855,no
20057,55,blue-collar,married,basic.4y,no,yes,aug,22,588,1,0,nonexistent,93.444,4.965,no
9974,45,blue-collar,married,basic.9y,no,no,jun,26,230,13,0,nonexistent,94.465,4.959,no
35390,38,blue-collar,divorced,basic.4y,unknown,no,may,26,31,5,1,failure,92.893,1.25,no
12013,29,blue-collar,married,basic.9y,no,no,jun,3,190,1,0,nonexistent,94.465,4.955,no
36213,41,unemployed,married,university.degree,no,no,may,29,142,3,0,nonexistent,92.893,1.27,no
9672,41,management,married,high.school,no,yes,jun,22,440,1,0,nonexistent,94.465,4.961,no
11898,26,technician,married,basic.6y,no,yes,jun,28,11,20,0,nonexistent,94.465,4.959,no
1043,41,technician,single,university.degree,unknown,no,may,29,79,8,0,nonexistent,93.994,4.856,no
30084,66,retired,married,professional.course,no,yes,apr,20,222,4,0,nonexistent,93.075,1.4,no
28515,45,admin.,single,basic.9y,no,yes,apr,22,119,2,1,failure,93.075,1.423,no
4146,26,blue-collar,married,basic.4y,no,no,may,20,114,2,0,nonexistent,93.994,4.858,no
16423,55,retired,married,basic.4y,no,yes,jul,28,498,1,0,nonexistent,93.918,4.963,no
4289,53,self-employed,married,basic.4y,no,no,may,8,29,1,0,nonexistent,93.994,4.856,no
31056,54,blue-collar,married,basic.9y,unknown,yes,may,19,303,1,0,nonexistent,92.893,1.334,no
28681,44,technician,divorced,professional.course,unknown,yes,apr,20,172,2,0,nonexistent,93.075,1.41,no
34639,,,single,,no,yes,may,3,25,8,0,nonexistent,92.893,1.266,no
30946,41,blue-collar,married,basic.6y,no,yes,may,4,150,2,1,failure,92.893,1.344,no
20882,31,admin.,single,university.degree,unknown,no,aug,14,103,1,0,nonexistent,93.444,4.964,no
8305,32,admin.,married,university.degree,no,yes,jun,27,299,1,0,nonexistent,94.465,4.864,no
31126,57,admin.,married,high.school,no,no,may,13,644,1,1,failure,92.893,1.334,no
39984,38,entrepreneur,married,basic.6y,no,yes,jun,19,189,1,0,nonexistent,94.055,0.761,no
22548,49,unemployed,married,high.school,unknown,yes,aug,9,112,2,0,nonexistent,93.444,4.964,no
1033,40,blue-collar,married,basic.4y,unknown,unknown,may,19,374,1,0,nonexistent,93.994,4.856,no
30441,39,admin.,married,high.school,no,yes,may,8,303,3,0,nonexistent,92.893,1.354,yes
26094,33,services,married,high.school,no,no,nov,3,581,2,0,nonexistent,93.2,4.12,no
19536,31,admin.,single,university.degree,unknown,yes,aug,31,67,1,0,nonexistent,93.444,4.968,no
10709,50,admin.,married,high.school,no,yes,jun,3,167,2,0,nonexistent,94.465,4.961,no
10445,39,services,single,high.school,unknown,no,jun,19,126,3,0,nonexistent,94.465,4.96,no
24613,32,blue-collar,married,basic.9y,no,no,nov,29,1091,2,1,success,93.2,4.191,yes
34555,34,technician,single,professional.course,no,yes,may,22,277,2,0,nonexistent,92.893,1.266,no
18776,36,admin.,single,university.degree,no,yes,jul,28,12,7,0,nonexistent,93.918,4.968,no
11472,40,management,married,university.degree,no,no,jun,9,64,1,0,nonexistent,94.465,4.959,no
30934,31,admin.,divorced,high.school,no,no,may,19,101,2,0,nonexistent,92.893,1.344,no
32608,,,married,,no,yes,may,29,528,1,0,nonexistent,92.893,1.299,no
34922,27,admin.,married,high.school,no,no,may,9,71,3,0,nonexistent,92.893,1.25,no
39123,35,admin.,married,university.degree,no,no,dec,7,554,1,0,nonexistent,92.713,0.707,no
22246,,,married,,unknown,yes,aug,30,238,2,0,nonexistent,93.444,4.963,no
9132,47,technician,married,basic.9y,no,no,jun,26,72,1,0,nonexistent,94.465,4.967,no
5921,32,management,married,university.degree,no,yes,may,10,64,3,0,nonexistent,93.994,4.857,no
31520,31,blue-collar,married,basic.4y,no,yes,may,16,796,2,0,nonexistent,92.893,1.334,no
21044,46,admin.,married,university.degree,no,yes,aug,10,63,1,0,nonexistent,93.444,4.964,no
31832,32,blue-collar,married,basic.9y,no,no,may,31,72,2,0,nonexistent,92.893,1.327,no
36483,28,admin.,single,high.school,no,no,jun,26,198,1,0,nonexistent,92.963,1.26,yes
35939,54,admin.,single,university.degree,no,no,may,1,337,1,0,nonexistent,92.893,1.264,yes
16426,31,blue-collar,single,high.school,no,yes,jul,17,376,1,0,nonexistent,93.918,4.963,no
36595,21,student,single,high.school,no,no,jun,10,400,1,0,nonexistent,92.963,1.26,yes
23805,37,technician,single,professional.course,no,yes,aug,23,50,2,0,nonexistent,93.444,4.963,no
12430,51,management,married,basic.4y,no,no,jul,5,104,2,0,nonexistent,93.918,4.96,no
9564,53,admin.,single,basic.6y,no,yes,jun,28,63,1,0,nonexistent,94.465,4.961,no
12913,30,technician,married,university.degree,unknown,no,jul,4,305,1,0,nonexistent,93.918,4.962,no
34815,29,admin.,single,high.school,no,yes,may,25,54,11,0,nonexistent,92.893,1.266,no
1139,56,retired,married,basic.9y,no,yes,may,8,71,4,0,nonexistent,93.994,4.856,no
19295,53,technician,married,high.school,no,yes,aug,29,329,1,0,nonexistent,93.444,4.967,no
31432,36,blue-collar,married,basic.9y,no,no,may,15,133,1,0,nonexistent,92.893,1.334,no
8350,24,admin.,single,high.school,no,no,jun,19,768,1,0,nonexistent,94.465,4.864,yes
13905,35,admin.,single,university.degree,no,yes,jul,17,564,2,0,nonexistent,93.918,4.963,no
15375,26,technician,married,university.degree,no,yes,jul,27,116,1,0,nonexistent,93.918,4.957,no
7986,49,technician,married,professional.course,no,no,jun,10,147,1,0,nonexistent,94.465,4.865,no
6002,49,blue-collar,married,basic.4y,no,unknown,may,3,47,1,0,nonexistent,93.994,4.857,no
9527,60,technician,married,professional.course,unknown,yes,jun,20,64,1,0,nonexistent,94.465,4.961,no
34091,45,admin.,single,high.school,unknown,no,may,21,537,5,1,failure,92.893,1.281,no
32266,34,technician,married,university.degree,no,no,may,15,51,1,0,nonexistent,92.893,1.313,no
5815,57,unemployed,married,basic.9y,unknown,yes,may,27,45,5,0,nonexistent,93.994,4.857,no
2982,32,technician,married,professional.course,no,no,may,2,546,1,0,nonexistent,93.994,4.859,no
21925,33,management,married,university.degree,no,yes,aug,17,113,3,0,nonexistent,93.444,4.964,no
34810,34,admin.,single,university.degree,no,yes,may,21,384,7,0,nonexistent,92.893,1.266,no
13588,,,married,,unknown,no,jul,13,103,1,0,nonexistent,93.918,4.963,no
3564,29,blue-collar,single,high.school,no,yes,may,20,803,1,0,nonexistent,93.994,4.859,yes
14320,43,housemaid,married,basic.4y,no,no,jul,31,119,3,0,nonexistent,93.918,4.962,no
23264,43,technician,married,professional.course,no,no,aug,25,146,4,0,nonexistent,93.444,4.964,no
9666,43,admin.,single,high.school,no,no,jun,19,198,2,0,nonexistent,94.465,4.961,no
35073,32,blue-collar,single,basic.6y,unknown,no,may,5,19,6,0,nonexistent,92.893,1.25,no
19490,48,blue-collar,married,basic.4y,unknown,yes,aug,27,84,1,0,nonexistent,93.444,4.968,no
25042,31,technician,married,high.school,no,no,nov,7,67,1,0,nonexistent,93.2,4.153,no
16284,58,retired,married,basic.4y,no,yes,jul,9,216,2,0,nonexistent,93.918,4.961,no
