client_id,age,job,marital,education,credit_default,mortgage,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,date
31748,35.0,Blue-Collar,Married,Basic.4Y,No,Yes,03:15,1,0,Nonexistent,92.893,1.327,Failed,2022-05-19
16655,49.0,Self-Employed,Divorced,University.Degree,No,Yes,18:44,2,0,Nonexistent,93.918,4.963,Successful,2022-07-09
5352,53.0,Technician,Divorced,Professional.Course,No,No,05:27,2,0,Nonexistent,93.994,4.857,Failed,2022-05-02
25005,46.0,Technician,Married,Basic.9Y,No,No,08:50,1,0,Nonexistent,93.2,4.153,Failed,2022-11-03
8482,38.0,Admin.,Married,University.Degree,No,No,25:16,2,0,Nonexistent,94.465,4.864,Failed,2022-06-19
3425,26.0,Unemployed,Single,Basic.9Y,No,No,09:06,8,0,Nonexistent,93.994,4.86,Failed,2022-05-25
15027,40.0,Services,Married,Basic.9Y,No,Yes,02:38,1,0,Nonexistent,93.918,4.958,Failed,2022-07-05
27118,48.0,Blue-Collar,Married,Basic.4Y,No,Yes,00:53,1,0,Nonexistent,93.2,4.021,Failed,2022-11-26
6994,38.0,Admin.,Married,University.Degree,No,No,02:35,1,0,Nonexistent,93.994,4.86,Failed,2022-05-31
37141,34.0,Technician,Single,Professional.Course,No,No,05:05,1,0,Nonexistent,92.201,0.884,Successful,2022-08-30
8692,51.0,Blue-Collar,Married,Basic.9Y,No,No,01:59,1,0,Nonexistent,94.465,4.864,Failed,2022-06-01
12509,59.0,Technician,Divorced,University.Degree,No,No,00:39,1,0,Nonexistent,93.918,4.96,Failed,2022-07-15
37253,29.0,Admin.,Single,High.School,No,Yes,02:20,1,0,Nonexistent,92.201,0.881,Failed,2022-08-12
791,44.0,Management,Single,University.Degree,No,Yes,01:31,1,0,Nonexistent,93.994,4.856,Failed,2022-05-21
8393,46.0,Technician,Married,High.School,No,No,06:12,1,0,Nonexistent,94.465,4.864,Failed,2022-06-09
9685,47.0,Blue-Collar,Married,Basic.4Y,No,No,03:20,1,0,Nonexistent,94.465,4.961,Failed,2022-06-29
7251,46.0,Blue-Collar,Married,Basic.6Y,No,Yes,00:39,22,0,Nonexistent,93.994,4.86,Failed,2022-05-23
23285,51.0,Technician,Married,High.School,No,Yes,06:00,4,0,Nonexistent,93.444,4.964,Failed,2022-08-26
1808,25.0,Blue-Collar,Single,Basic.4Y,No,No,05:24,1,0,Nonexistent,93.994,4.855,Failed,2022-05-25
17746,38.0,Admin.,Divorced,University.Degree,No,No,05:18,1,0,Nonexistent,93.918,4.961,Failed,2022-07-12
8687,36.0,Entrepreneur,Married,University.Degree,No,Yes,02:15,1,0,Nonexistent,94.465,4.864,Failed,2022-06-23
31449,54.0,Management,Divorced,University.Degree,No,Yes,04:25,2,1,Failure,92.893,1.334,Failed,2022-05-09
2608,37.0,Blue-Collar,Married,High.School,No,No,01:04,2,0,Nonexistent,93.994,4.856,Failed,2022-05-25
27745,44.0,Management,Married,Basic.6Y,No,Yes,03:38,1,0,Nonexistent,92.843,1.757,Failed,2022-03-12
5795,39.0,Admin.,Single,High.School,No,No,06:39,2,0,Nonexistent,93.994,4.857,Failed,2022-05-02
30073,31.0,Admin.,Single,University.Degree,No,No,01:55,16,0,Nonexistent,93.075,1.406,Failed,2022-04-30
19151,35.0,Technician,Divorced,Professional.Course,No,No,01:41,3,0,Nonexistent,93.444,4.968,Failed,2022-08-14
1796,46.0,Blue-Collar,Divorced,Basic.9Y,No,Yes,02:13,1,0,Nonexistent,93.994,4.855,Failed,2022-05-17
13047,34.0,Management,Single,University.Degree,No,No,06:56,4,0,Nonexistent,93.918,4.962,Failed,2022-07-28
30120,33.0,Admin.,Single,High.School,No,Yes,16:01,2,1,Failure,93.075,1.372,Successful,2022-04-28
4968,55.0,Technician,Married,Basic.6Y,No,Yes,01:25,4,0,Nonexistent,93.994,4.858,Failed,2022-05-28
17961,53.0,Housemaid,Married,Basic.4Y,No,No,02:45,20,0,Nonexistent,93.918,4.961,Failed,2022-07-22
8247,57.0,Blue-Collar,Divorced,Basic.9Y,No,Yes,00:45,2,0,Nonexistent,94.465,4.864,Failed,2022-06-29
11550,32.0,Blue-Collar,Married,Professional.Course,No,No,07:39,3,0,Nonexistent,94.465,4.959,Failed,2022-06-23
29485,29.0,Self-Employed,Single,University.Degree,No,Yes,02:08,1,0,Nonexistent,93.075,1.405,Failed,2022-04-18
2276,53.0,Admin.,Married,High.School,No,Yes,08:40,1,0,Nonexistent,93.994,4.856,Failed,2022-05-06
32995,30.0,Blue-Collar,Married,Basic.4Y,No,Yes,04:03,2,0,Nonexistent,92.893,1.299,Failed,2022-05-09
27392,53.0,Technician,Married,Professional.Course,No,No,02:18,1,0,Nonexistent,93.2,4.021,Failed,2022-11-25
29942,38.0,Blue-Collar,Married,Basic.9Y,No,Yes,00:22,4,0,Nonexistent,93.075,1.405,Failed,2022-04-18
198,40.0,Admin.,Married,Basic.9Y,No,Yes,11:23,2,0,Nonexistent,93.994,4.857,Failed,2022-05-25
3942,37.0,Admin.,Married,High.School,No,Yes,02:04,1,0,Nonexistent,93.994,4.858,Failed,2022-05-25
29983,41.0,Technician,Married,University.Degree,No,No,03:39,1,0,Nonexistent,93.075,1.405,Failed,2022-04-22
21880,30.0,Technician,Single,Professional.Course,No,No,06:27,6,0,Nonexistent,93.444,4.964,Failed,2022-08-18
20563,48.0,Blue-Collar,Married,Basic.4Y,No,No,02:14,7,0,Nonexistent,93.444,4.966,Failed,2022-08-08
12709,53.0,Services,Married,High.School,No,No,05:36,3,0,Nonexistent,93.918,4.96,Failed,2022-07-29
7984,37.0,Blue-Collar,Married,Basic.9Y,No,No,07:10,2,0,Nonexistent,94.465,4.865,Failed,2022-06-14
9235,46.0,Entrepreneur,Married,University.Degree,No,Yes,01:26,1,0,Nonexistent,94.465,4.967,Failed,2022-06-28
9648,36.0,Technician,Married,University.Degree,No,Yes,01:18,2,0,Nonexistent,94.465,4.961,Failed,2022-06-26
38039,56.0,Admin.,Married,High.School,No,No,04:36,1,0,Nonexistent,92.379,0.778,Failed,2022-09-24
1319,54.0,Admin.,Married,University.Degree,No,No,08:33,1,0,Nonexistent,93.994,4.855,Successful,2022-05-09
10369,38.0,Admin.,Married,University.Degree,No,Yes,04:26,1,0,Nonexistent,94.465,4.96,Failed,2022-06-22
27725,34.0,Management,Married,University.Degree,No,No,08:19,1,0,Nonexistent,92.843,1.799,Successful,2022-03-08
7650,38.0,Admin.,Married,University.Degree,No,Yes,02:18,2,0,Nonexistent,93.994,4.864,Failed,2022-05-08
29448,56.0,Blue-Collar,Married,Basic.6Y,No,Yes,03:43,1,0,Nonexistent,93.075,1.405,Failed,2022-04-28
11376,36.0,Admin.,Divorced,University.Degree,No,Yes,01:52,3,0,Nonexistent,94.465,4.959,Failed,2022-06-05
7379,33.0,Self-Employed,Married,Basic.6Y,No,No,10:48,5,0,Nonexistent,93.994,4.864,Failed,2022-05-11
32707,30.0,Blue-Collar,Married,Basic.9Y,No,No,01:56,6,0,Nonexistent,92.893,1.299,Failed,2022-05-23
11903,38.0,Admin.,Married,University.Degree,No,No,00:10,23,0,Nonexistent,94.465,4.959,Failed,2022-06-01
35332,32.0,Admin.,Single,University.Degree,No,No,13:20,5,0,Nonexistent,92.893,1.25,Failed,2022-05-04
5186,32.0,Entrepreneur,Married,High.School,No,Yes,05:14,3,0,Nonexistent,93.994,4.857,Failed,2022-05-14
3792,38.0,Admin.,Single,University.Degree,No,Yes,05:04,2,0,Nonexistent,93.994,4.859,Failed,2022-05-26
34684,32.0,Admin.,Married,University.Degree,No,No,06:06,2,0,Nonexistent,92.893,1.266,Failed,2022-05-03
12299,32.0,Blue-Collar,Married,Basic.6Y,No,No,03:11,2,0,Nonexistent,93.918,4.959,Failed,2022-07-24
36121,30.0,Admin.,Married,University.Degree,No,No,02:01,1,0,Nonexistent,92.893,1.27,Failed,2022-05-22
3434,54.0,Admin.,Married,High.School,No,Yes,02:51,2,0,Nonexistent,93.994,4.86,Failed,2022-05-21
35963,38.0,Admin.,Married,University.Degree,No,No,01:27,2,0,Nonexistent,92.893,1.264,Failed,2022-05-07
39234,43.0,Self-Employed,Married,University.Degree,No,Yes,03:59,1,0,Nonexistent,93.369,0.651,Successful,2022-03-30
32227,38.0,Admin.,Married,University.Degree,No,No,00:50,1,1,Failure,92.893,1.313,Failed,2022-05-13
30172,34.0,Technician,Single,Professional.Course,No,Yes,05:13,1,0,Nonexistent,93.075,1.365,Successful,2022-04-23
7778,29.0,Services,Divorced,High.School,No,No,06:01,3,0,Nonexistent,94.465,4.865,Failed,2022-06-18
12083,58.0,Blue-Collar,Married,Basic.4Y,No,No,05:26,1,0,Nonexistent,94.465,4.947,Failed,2022-06-05
28160,43.0,Services,Married,Professional.Course,No,No,03:50,1,0,Nonexistent,93.075,1.466,Failed,2022-04-12
26322,38.0,Blue-Collar,Married,Basic.4Y,No,Yes,01:43,2,1,Failure,93.2,4.076,Failed,2022-11-05
26719,32.0,Admin.,Single,High.School,No,Yes,02:21,4,0,Nonexistent,93.2,4.076,Failed,2022-11-22
32906,35.0,Blue-Collar,Married,Basic.4Y,No,Yes,10:29,1,0,Nonexistent,92.893,1.299,Failed,2022-05-03
39775,47.0,Admin.,Single,University.Degree,No,Yes,02:58,1,0,Nonexistent,93.876,0.701,Failed,2022-05-21
2915,51.0,Technician,Married,Professional.Course,No,No,05:02,2,0,Nonexistent,93.994,4.859,Failed,2022-05-11
36553,25.0,Technician,Single,University.Degree,No,Yes,02:04,1,1,Failure,92.963,1.26,Failed,2022-06-27
29184,38.0,Admin.,Married,University.Degree,No,No,07:43,1,1,Failure,93.075,1.405,Failed,2022-04-29
36503,29.0,Services,Single,High.School,No,No,01:56,2,1,Failure,92.963,1.26,Failed,2022-06-02
2531,41.0,Technician,Married,Basic.9Y,No,Yes,07:00,1,0,Nonexistent,93.994,4.856,Failed,2022-05-30
429,31.0,Services,Married,High.School,No,No,04:36,1,0,Nonexistent,93.994,4.857,Failed,2022-05-12
16572,39.0,Blue-Collar,Married,Basic.6Y,No,No,01:25,3,0,Nonexistent,93.918,4.963,Failed,2022-07-01
38975,50.0,Admin.,Single,High.School,No,Yes,11:45,2,0,Nonexistent,92.713,0.718,Successful,2022-12-09
5553,39.0,Entrepreneur,Married,Basic.6Y,No,Yes,01:47,2,0,Nonexistent,93.994,4.857,Failed,2022-05-05
4283,38.0,Admin.,Married,University.Degree,No,No,10:00,1,0,Nonexistent,93.994,4.856,Failed,2022-05-20
22654,29.0,Admin.,Single,University.Degree,No,Yes,10:02,7,0,Nonexistent,93.444,4.964,Failed,2022-08-20
38871,25.0,Admin.,Single,University.Degree,No,Yes,06:21,1,1,Failure,92.649,0.714,Successful,2022-11-19
33103,27.0,Housemaid,Single,University.Degree,No,Yes,00:09,9,0,Nonexistent,92.893,1.291,Failed,2022-05-22
22608,35.0,Management,Married,University.Degree,No,No,00:10,9,0,Nonexistent,93.444,4.964,Failed,2022-08-23
19534,40.0,Housemaid,Divorced,Basic.9Y,No,Yes,02:24,1,0,Nonexistent,93.444,4.968,Failed,2022-08-12
22845,59.0,Retired,Married,Basic.9Y,No,Yes,01:33,6,0,Nonexistent,93.444,4.965,Failed,2022-08-15
35562,47.0,Entrepreneur,Married,Professional.Course,No,Yes,01:09,1,0,Nonexistent,92.893,1.244,Failed,2022-05-23
28957,41.0,Unemployed,Married,Basic.9Y,No,Yes,04:06,1,1,Failure,93.075,1.405,Failed,2022-04-25
2296,40.0,Blue-Collar,Married,Basic.6Y,No,No,02:00,1,0,Nonexistent,93.994,4.856,Failed,2022-05-12
3593,24.0,Student,Single,High.School,No,Yes,01:26,1,0,Nonexistent,93.994,4.859,Failed,2022-05-01
34200,49.0,Entrepreneur,Married,Basic.4Y,No,Yes,08:11,2,0,Nonexistent,92.893,1.281,Failed,2022-05-04
22653,35.0,Technician,Single,Professional.Course,No,No,00:30,4,0,Nonexistent,93.444,4.964,Failed,2022-08-15
19113,52.0,Technician,Married,Professional.Course,No,Yes,10:22,1,0,Nonexistent,93.444,4.968,Failed,2022-08-05
33503,31.0,Services,Married,High.School,No,Yes,06:38,6,0,Nonexistent,92.893,1.291,Successful,2022-05-20
6551,35.0,Blue-Collar,Married,Basic.6Y,No,No,05:13,2,0,Nonexistent,93.994,4.857,Failed,2022-05-01
17487,47.0,Technician,Married,Basic.9Y,No,Yes,08:22,2,0,Nonexistent,93.918,4.962,Failed,2022-07-11
31865,34.0,Services,Married,Professional.Course,No,Yes,00:18,8,0,Nonexistent,92.893,1.327,Failed,2022-05-25
35765,38.0,Admin.,Single,University.Degree,No,Yes,00:30,2,0,Nonexistent,92.893,1.244,Failed,2022-05-24
3780,33.0,Services,Single,High.School,No,No,05:26,1,0,Nonexistent,93.994,4.859,Failed,2022-05-22
23497,32.0,Technician,Married,Professional.Course,No,Yes,03:12,6,0,Nonexistent,93.444,4.962,Failed,2022-08-02
17887,26.0,Services,Single,High.School,No,No,02:05,12,0,Nonexistent,93.918,4.961,Failed,2022-07-01
35679,25.0,Student,Single,High.School,No,Yes,07:12,3,0,Nonexistent,92.893,1.244,Failed,2022-05-12
39472,74.0,Retired,Divorced,Basic.4Y,No,Yes,02:22,2,0,Nonexistent,93.749,0.643,Successful,2022-04-14
25973,39.0,Unemployed,Married,Basic.9Y,No,No,04:52,1,0,Nonexistent,93.2,4.12,Failed,2022-11-30
34316,38.0,Admin.,Single,University.Degree,No,Yes,02:41,1,1,Failure,92.893,1.266,Failed,2022-05-16
35454,38.0,Admin.,Divorced,University.Degree,No,Yes,01:13,6,0,Nonexistent,92.893,1.244,Failed,2022-05-13
28588,27.0,Technician,Single,Professional.Course,No,No,01:12,1,0,Nonexistent,93.075,1.415,Failed,2022-04-11
28417,33.0,Self-Employed,Married,University.Degree,No,Yes,03:53,1,0,Nonexistent,93.075,1.435,Successful,2022-04-23
1398,42.0,Admin.,Married,University.Degree,No,No,03:13,1,0,Nonexistent,93.994,4.855,Failed,2022-05-01
28821,41.0,Blue-Collar,Married,High.School,No,No,00:55,2,0,Nonexistent,93.075,1.41,Failed,2022-04-06
8568,34.0,Admin.,Married,High.School,No,No,10:38,1,0,Nonexistent,94.465,4.864,Successful,2022-06-30
1323,49.0,Technician,Married,Professional.Course,No,No,01:03,2,0,Nonexistent,93.994,4.855,Failed,2022-05-10
29514,33.0,Technician,Married,High.School,No,Yes,00:59,1,0,Nonexistent,93.075,1.405,Failed,2022-04-14
17060,32.0,Entrepreneur,Divorced,University.Degree,No,No,02:03,16,0,Nonexistent,93.918,4.962,Failed,2022-07-10
35469,25.0,Student,Single,High.School,No,Yes,00:21,7,0,Nonexistent,92.893,1.244,Failed,2022-05-05
12179,37.0,Services,Divorced,High.School,No,No,02:05,3,0,Nonexistent,93.918,4.955,Failed,2022-07-14
29494,38.0,Admin.,Single,University.Degree,No,Yes,04:45,1,1,Failure,93.075,1.405,Failed,2022-04-12
31012,38.0,Admin.,Married,University.Degree,No,Yes,05:28,3,0,Nonexistent,92.893,1.344,Failed,2022-05-02
36508,33.0,Blue-Collar,Married,Professional.Course,No,Yes,01:30,1,0,Nonexistent,92.963,1.26,Failed,2022-06-05
21893,30.0,Blue-Collar,Single,Basic.9Y,No,No,03:39,1,0,Nonexistent,93.444,4.964,Failed,2022-08-07
4520,55.0,Technician,Married,Basic.9Y,No,Yes,01:13,1,0,Nonexistent,93.994,4.856,Failed,2022-05-19
7401,52.0,Self-Employed,Married,University.Degree,No,Yes,02:15,2,0,Nonexistent,93.994,4.864,Failed,2022-05-17
1467,38.0,Admin.,Single,University.Degree,No,No,05:35,9,0,Nonexistent,93.994,4.855,Failed,2022-05-26
18496,48.0,Technician,Married,Professional.Course,No,No,00:38,1,0,Nonexistent,93.918,4.968,Failed,2022-07-29
33984,33.0,Blue-Collar,Single,Basic.6Y,No,No,02:43,1,0,Nonexistent,92.893,1.281,Failed,2022-05-18
35576,43.0,Services,Divorced,High.School,No,Yes,00:55,1,0,Nonexistent,92.893,1.244,Failed,2022-05-09
39867,29.0,Admin.,Married,High.School,No,Yes,06:19,2,1,Success,94.055,0.723,Successful,2022-06-05
24483,47.0,Management,Married,University.Degree,No,No,02:15,1,0,Nonexistent,93.2,4.191,Failed,2022-11-13
23153,29.0,Admin.,Married,University.Degree,No,No,02:04,2,0,Nonexistent,93.444,4.965,Failed,2022-08-14
9366,37.0,Admin.,Married,University.Degree,No,No,02:35,3,0,Nonexistent,94.465,4.967,Failed,2022-06-16
13577,37.0,Technician,Married,University.Degree,No,No,13:13,1,0,Nonexistent,93.918,4.963,Failed,2022-07-25
470,38.0,Admin.,Single,University.Degree,No,Yes,08:49,1,0,Nonexistent,93.994,4.857,Failed,2022-05-10
39329,39.0,Technician,Divorced,High.School,No,No,02:54,1,1,Success,93.369,0.639,Successful,2022-03-31
38277,26.0,Student,Single,Basic.9Y,No,Yes,16:43,3,0,Nonexistent,92.431,0.742,Successful,2022-10-20
4811,43.0,Admin.,Married,High.School,No,Yes,02:20,2,0,Nonexistent,93.994,4.858,Failed,2022-05-25
12030,34.0,Admin.,Single,University.Degree,No,No,06:46,2,0,Nonexistent,94.465,4.955,Failed,2022-06-24
17925,59.0,Housemaid,Divorced,Basic.4Y,No,Yes,04:06,4,0,Nonexistent,93.918,4.961,Failed,2022-07-31
262,42.0,Technician,Married,High.School,No,No,06:01,1,0,Nonexistent,93.994,4.857,Failed,2022-05-17
21861,59.0,Retired,Married,Basic.9Y,No,Yes,01:20,1,0,Nonexistent,93.444,4.964,Failed,2022-08-20
10421,34.0,Admin.,Married,University.Degree,No,Yes,00:14,14,0,Nonexistent,94.465,4.96,Failed,2022-06-29
22252,29.0,Admin.,Divorced,High.School,No,Yes,01:59,2,0,Nonexistent,93.444,4.963,Failed,2022-08-19
39451,48.0,Admin.,Married,University.Degree,No,No,03:05,1,2,Success,93.749,0.644,Successful,2022-04-25
4029,51.0,Blue-Collar,Married,Basic.4Y,No,Yes,06:27,1,0,Nonexistent,93.994,4.858,Failed,2022-05-25
28431,45.0,Admin.,Married,University.Degree,No,Yes,05:17,5,0,Nonexistent,93.075,1.435,Successful,2022-04-04
19272,46.0,Blue-Collar,Married,Basic.4Y,No,No,02:11,2,0,Nonexistent,93.444,4.967,Failed,2022-08-17
5053,39.0,Admin.,Married,High.School,No,Yes,07:13,3,0,Nonexistent,93.994,4.857,Failed,2022-05-14
35286,32.0,Blue-Collar,Married,Basic.9Y,No,No,02:02,8,0,Nonexistent,92.893,1.25,Failed,2022-05-30
34834,31.0,Admin.,Single,University.Degree,No,Yes,02:45,3,1,Failure,92.893,1.25,Failed,2022-05-24
29519,40.0,Management,Married,University.Degree,No,No,00:28,7,0,Nonexistent,93.075,1.405,Failed,2022-04-22
20163,38.0,Admin.,Married,University.Degree,No,No,02:06,2,0,Nonexistent,93.444,4.965,Failed,2022-08-16
22235,51.0,Technician,Married,Professional.Course,No,No,00:58,1,0,Nonexistent,93.444,4.963,Failed,2022-08-17
24320,46.0,Technician,Married,Professional.Course,No,Yes,01:18,1,0,Nonexistent,93.2,4.191,Failed,2022-11-15
15411,37.0,Blue-Collar,Married,Basic.9Y,No,Yes,03:43,1,0,Nonexistent,93.918,4.957,Failed,2022-07-07
29400,36.0,Technician,Single,Professional.Course,No,Yes,06:55,2,0,Nonexistent,93.075,1.405,Failed,2022-04-29
6316,38.0,Admin.,Divorced,University.Degree,No,No,00:29,2,0,Nonexistent,93.994,4.857,Failed,2022-05-20
29242,36.0,Technician,Married,Professional.Course,No,Yes,00:17,4,0,Nonexistent,93.075,1.405,Failed,2022-04-09
39023,55.0,Admin.,Married,Professional.Course,No,Yes,13:18,1,2,Success,92.713,0.714,Successful,2022-12-20
31617,47.0,Technician,Divorced,University.Degree,No,Yes,01:41,1,0,Nonexistent,92.893,1.327,Failed,2022-05-03
9313,46.0,Technician,Married,Professional.Course,No,No,03:17,3,0,Nonexistent,94.465,4.967,Failed,2022-06-07
5576,32.0,Admin.,Single,University.Degree,No,Yes,04:18,1,0,Nonexistent,93.994,4.857,Failed,2022-05-14
8565,50.0,Admin.,Single,University.Degree,No,No,02:58,6,0,Nonexistent,94.465,4.864,Failed,2022-06-23
13610,32.0,Technician,Single,University.Degree,No,Yes,01:40,1,0,Nonexistent,93.918,4.963,Failed,2022-07-04
28897,42.0,Blue-Collar,Married,Basic.4Y,No,No,09:17,1,0,Nonexistent,93.075,1.405,Failed,2022-04-08
3930,40.0,Blue-Collar,Married,Basic.6Y,No,Yes,02:33,1,0,Nonexistent,93.994,4.858,Failed,2022-05-15
14945,27.0,Admin.,Married,High.School,No,Yes,03:22,6,0,Nonexistent,93.918,4.957,Failed,2022-07-31
5478,38.0,Admin.,Married,University.Degree,No,No,02:39,3,0,Nonexistent,93.994,4.857,Failed,2022-05-10
24668,39.0,Blue-Collar,Married,Basic.9Y,No,Yes,00:57,4,1,Failure,93.2,4.191,Failed,2022-11-19
15670,46.0,Blue-Collar,Married,Basic.9Y,No,No,01:16,3,0,Nonexistent,93.918,4.96,Failed,2022-07-30
35232,46.0,Blue-Collar,Married,Basic.4Y,No,Yes,02:04,3,0,Nonexistent,92.893,1.25,Failed,2022-05-21
15837,24.0,Blue-Collar,Married,Basic.9Y,No,Yes,00:46,1,0,Nonexistent,93.918,4.96,Failed,2022-07-05
15750,34.0,Blue-Collar,Married,Basic.6Y,No,Yes,03:38,1,0,Nonexistent,93.918,4.96,Failed,2022-07-20
12033,38.0,Blue-Collar,Married,High.School,No,No,01:53,5,0,Nonexistent,94.465,4.955,Failed,2022-06-01
22197,30.0,Technician,Single,Professional.Course,No,Yes,02:31,1,0,Nonexistent,93.444,4.963,Failed,2022-08-26
10178,49.0,Technician,Married,Professional.Course,No,Yes,05:20,2,0,Nonexistent,94.465,4.958,Failed,2022-06-29
18796,47.0,Services,Married,High.School,No,Yes,00:43,3,0,Nonexistent,93.918,4.968,Failed,2022-07-02
1864,56.0,Admin.,Married,High.School,No,Yes,00:49,1,0,Nonexistent,93.994,4.855,Failed,2022-05-11
22970,38.0,Admin.,Married,University.Degree,No,Yes,02:33,3,0,Nonexistent,93.444,4.965,Failed,2022-08-12
19300,39.0,Admin.,Single,University.Degree,No,No,02:07,1,0,Nonexistent,93.444,4.967,Failed,2022-08-23
12315,38.0,Admin.,Single,University.Degree,No,No,08:58,1,0,Nonexistent,93.918,4.959,Failed,2022-07-28
15239,33.0,Blue-Collar,Single,Basic.9Y,No,Yes,02:04,8,0,Nonexistent,93.918,4.958,Failed,2022-07-19
40196,72.0,Retired,Married,Basic.4Y,No,Yes,04:28,1,0,Nonexistent,94.215,0.87,Successful,2022-07-01
40151,23.0,Blue-Collar,Single,Basic.9Y,No,Yes,04:28,5,1,Failure,94.215,0.846,Successful,2022-07-01
5260,28.0,Blue-Collar,Single,Basic.6Y,No,Yes,02:39,2,0,Nonexistent,93.994,4.857,Failed,2022-05-13
5654,47.0,Admin.,Married,University.Degree,No,Yes,04:29,1,0,Nonexistent,93.994,4.857,Failed,2022-05-09
39320,59.0,Unemployed,Married,Basic.9Y,No,Yes,04:14,2,0,Nonexistent,93.369,0.639,Successful,2022-03-16
35499,23.0,Blue-Collar,Single,High.School,No,Yes,01:55,1,0,Nonexistent,92.893,1.244,Failed,2022-05-28
23850,38.0,Admin.,Married,University.Degree,No,No,01:43,1,0,Nonexistent,93.444,4.963,Failed,2022-08-15
1911,48.0,Blue-Collar,Married,Professional.Course,No,No,04:05,4,0,Nonexistent,93.994,4.855,Failed,2022-05-30
40266,52.0,Admin.,Married,Professional.Course,No,No,10:06,1,0,Nonexistent,94.215,0.893,Successful,2022-07-26
1554,47.0,Blue-Collar,Married,Basic.9Y,No,Yes,03:05,7,0,Nonexistent,93.994,4.855,Failed,2022-05-15
17786,48.0,Services,Married,High.School,No,No,02:45,1,0,Nonexistent,93.918,4.961,Failed,2022-07-20
38381,65.0,Retired,Married,Basic.4Y,No,Yes,03:28,3,1,Failure,92.431,0.739,Failed,2022-10-07
18003,53.0,Management,Single,Professional.Course,No,No,01:16,5,0,Nonexistent,93.918,4.963,Failed,2022-07-05
22744,57.0,Blue-Collar,Married,Basic.9Y,No,Yes,01:28,2,0,Nonexistent,93.444,4.965,Failed,2022-08-01
14607,38.0,Admin.,Single,University.Degree,No,No,01:31,2,0,Nonexistent,93.918,4.961,Failed,2022-07-11
15406,27.0,Services,Married,High.School,No,Yes,01:50,1,0,Nonexistent,93.918,4.957,Failed,2022-07-14
25145,54.0,Self-Employed,Married,Basic.9Y,No,No,01:12,1,0,Nonexistent,93.2,4.153,Failed,2022-11-05
17056,52.0,Blue-Collar,Married,Basic.4Y,No,No,01:54,12,0,Nonexistent,93.918,4.962,Failed,2022-07-25
40694,31.0,Student,Single,High.School,No,Yes,01:09,1,0,Nonexistent,94.199,0.879,Failed,2022-09-06
11014,44.0,Admin.,Single,High.School,No,No,01:01,3,0,Nonexistent,94.465,4.962,Failed,2022-06-26
10853,25.0,Blue-Collar,Single,Basic.9Y,No,No,11:20,2,0,Nonexistent,94.465,4.962,Failed,2022-06-20
24025,36.0,Technician,Married,High.School,No,No,02:37,1,0,Nonexistent,93.798,4.936,Successful,2022-10-25
18593,38.0,Admin.,Married,University.Degree,No,Yes,11:56,6,0,Nonexistent,93.918,4.968,Failed,2022-07-13
26448,46.0,Admin.,Married,High.School,No,Yes,05:08,1,1,Failure,93.2,4.076,Failed,2022-11-07
28929,35.0,Technician,Married,Professional.Course,No,Yes,01:26,1,0,Nonexistent,93.075,1.405,Failed,2022-04-01
34345,22.0,Blue-Collar,Married,Basic.9Y,No,Yes,00:23,1,0,Nonexistent,92.893,1.266,Failed,2022-05-29
13399,33.0,Blue-Collar,Married,Basic.6Y,No,No,06:31,1,0,Nonexistent,93.918,4.962,Failed,2022-07-08
37049,45.0,Admin.,Married,University.Degree,No,No,03:14,1,1,Success,92.469,1.029,Failed,2022-07-02
9281,36.0,Blue-Collar,Married,Basic.6Y,No,Yes,02:34,1,0,Nonexistent,94.465,4.967,Failed,2022-06-05
8059,40.0,Admin.,Single,High.School,No,Yes,02:16,4,0,Nonexistent,94.465,4.865,Failed,2022-06-26
31146,39.0,Blue-Collar,Divorced,Basic.9Y,No,No,01:35,1,1,Failure,92.893,1.334,Failed,2022-05-31
32785,49.0,Services,Married,High.School,No,Yes,02:45,1,1,Failure,92.893,1.299,Failed,2022-05-10
23204,38.0,Technician,Married,High.School,No,No,01:40,5,0,Nonexistent,93.444,4.965,Failed,2022-08-26
30839,42.0,Blue-Collar,Married,Basic.4Y,No,No,04:32,2,0,Nonexistent,92.893,1.344,Failed,2022-05-06
2351,48.0,Technician,Married,High.School,No,No,05:40,1,0,Nonexistent,93.994,4.856,Failed,2022-05-08
28904,25.0,Technician,Single,University.Degree,No,No,01:58,1,0,Nonexistent,93.075,1.405,Failed,2022-04-08
9464,38.0,Services,Married,Basic.9Y,No,No,00:31,1,0,Nonexistent,94.465,4.967,Failed,2022-06-10
32988,39.0,Blue-Collar,Married,Basic.6Y,No,No,20:32,2,0,Nonexistent,92.893,1.299,Successful,2022-05-03
1786,40.0,Unemployed,Married,Basic.9Y,No,Yes,05:16,3,0,Nonexistent,93.994,4.855,Failed,2022-05-23
27910,58.0,Unemployed,Married,Basic.4Y,No,Yes,07:19,4,0,Nonexistent,92.843,1.538,Failed,2022-03-21
16773,26.0,Admin.,Married,High.School,No,No,09:04,1,0,Nonexistent,93.918,4.962,Failed,2022-07-02
32780,32.0,Blue-Collar,Married,Basic.9Y,No,No,00:49,1,0,Nonexistent,92.893,1.299,Failed,2022-05-17
13968,49.0,Admin.,Married,High.School,No,No,06:06,2,0,Nonexistent,93.918,4.963,Failed,2022-07-19
